""
724,Business Process Analyst,-1,"In Finance, we work hand-in-hand with leaders across the company to ensure smooth, disciplined execution of strategic business objectives. Our Accounting team builds scalable, controlled processes and products for Global Accounting, Treasury, and FinTech that enable our business to operate efficiently.
About the Role
This role is responsible for ensuring Uber Freight's Billing process operates as efficiently as possible. The successful candidate will be responsible for implementing all billing processes and controls, ensuring the BPO processes are maintained, invoice submissions are correct, timely, and accurate. In addition to owning Uber's AR onboarding process for new shippers. The role will also work on payment options and collections for large freight customers.",4.0,Uber,"Chicago, IL",10000+ Employees,2009,2009,Internet,Information Technology,$10+ billion (USD)
725,Sales Business Analyst - Remote,-1,"Requisition ID: 44235
Whirlpool Corporation (NYSE: WHR) is the world’s leading kitchen and laundry appliance company, with approximately $19 billion in annual sales, 78,000 employees and 57 manufacturing and technology research centers in 2020. The company markets Whirlpool, KitchenAid, Maytag, Consul, Brastemp, Amana, Bauknecht, JennAir, Indesit and other major brand names in nearly every country throughout the world.
Whirlpool Corporation is consistently recognized by FORTUNE as one of the World’s Most Admired Companies. Our values are the driving force behind everything we do. Integrity, Respect, Inclusion & Diversity, One Whirlpool, and Spirit of Winning propel our teams to excellence. Get to know us and see what it's like to be part of a company that is in constant pursuit of improving life at home.",4.0,Whirlpool Corporation,"Benton Harbor, MI",10000+ Employees,1911,1911,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
726,Business Process Analyst,-1,"We are Farmers!
Join a team of diverse professionals at Farmers to acquire skills on the job and apply your learned knowledge to future roles at Farmers. Farmers Insurance also offers extensive training opportunities through the award winning University of Farmers named by Training magazine amongst top 10 corporate training units in the world.
Job Summary
Plays an important part in optimizing existing business processes and improving agency growth.
Responsible for obtaining and evaluating information that supports revenue growth and profitability.",3.8,Farmers Insurance Group,Remote,10000+ Employees,1928,1928,Insurance Carriers,Insurance,$1 to $2 billion (USD)
727,Business Process Analyst,-1,"We are Farmers!
Join a team of diverse professionals at Farmers to acquire skills on the job and apply your learned knowledge to future roles at Farmers. Farmers Insurance also offers extensive training opportunities through the award winning University of Farmers named by Training magazine amongst top 10 corporate training units in the world.
Job Summary
Plays an important part in optimizing existing business processes and improving agency growth.
Responsible for obtaining and evaluating information that supports revenue growth and profitability.",3.8,Farmers Insurance Group,Remote,10000+ Employees,1928,1928,Insurance Carriers,Insurance,$1 to $2 billion (USD)
728,Business Analyst,-1,"Work Location: Chicago, IL
Remote for now, require 100% onsite after COVID

Job Description:
Proficient Business Analyst (BA) with experience in government healthcare programs (Medicare Advantage, Medicaid, etc.) systems and processes, developing design solutions and understand cloud computing.
Work at the direction of BCBSA.
Assist with the assessment of existing requirements and document additional requirements for Medicare Advantage Coordination of Care program.",4.3,KMM Technologies,"Chicago, IL",1 to 50 Employees,Company - Private,Company - Private,Business Services,$5 to $10 million (USD),-1
729,Business Analyst (Remote),-1,"EverCommerce is looking for a Business Analyst to join our team. The Business Analyst will play a key role and support the VP of Strategic Planning & Analytics, General Managers, Executive Team, and other key stakeholders in a variety of projects, including KPI development, analysis and tracking, executive-level reporting/visualization, data infrastructure build across a diverse portfolio of businesses, and deep one-off operational analyses.
You:
You are a collaborative, enthusiastic, high-performing individual with a “no job too small” attitude. You’re driven by deadlines and enjoy working in a fast paced, continually changing environment with other like-minded individuals. You love teams but also enjoy putting your head down and getting things done with your headphones on. You are highly self-motivated and can initiate and drive projects to completion with minimal guidance because you have confidence to ask questions and work independently.",3.6,EverCommerce,Remote,1001 to 5000 Employees,Company - Private,Company - Private,Information Technology,Unknown / Non-Applicable,-1
730,Business Process Analyst II,-1,"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.

Job Description:
The Business Process Analyst's role is to plan, develop, and implement business processes for delivering technology services and products both internally and externally to other MSKCC divisions. S/He will use analytical and problem-solving skills to identify and address inefficiencies within these processes, communications skills to document and release new processes that arise from the analysis, and outreach and technical training skills to ensure process alignment with stakeholders.



Closing:",4.0,Memorial Sloan-Kettering Cancer Center,"New York, NY",10000+ Employees,1884,1884,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
731,Business Analyst III,Employer Provided Salary:$69K - $115K,"The Department of Public Works and Environmental Services, a nationally accredited agency committed to building and maintaining safe, reliable infrastructure that improves public health and provides a high quality of life for residents, is seeking an experienced and innovative business analyst to join the IT services team supporting the Capital Facilities division. An exciting initiative is underway to implement an innovative SaaS capital project management technology, providing an excellent opportunity for a qualified candidate to help modernize processes supporting both customers and employees.

As a member of the team, you will:
Serve as the lead business analyst point of contact to Capital Facilities division and have overall responsibility and accountability for development and delivery of high-quality IT solutions and services.",3.9,Fairfax County Government,"Jermantown, VA",5001 to 10000 Employees,Government,Government,Government,Unknown / Non-Applicable,-1
732,Business Analyst III,Employer Provided Salary:$69K - $115K,"The Department of Public Works and Environmental Services, a nationally accredited agency committed to building and maintaining safe, reliable infrastructure that improves public health and provides a high quality of life for residents, is seeking an experienced and innovative business analyst to join the IT services team supporting the Capital Facilities division. An exciting initiative is underway to implement an innovative SaaS capital project management technology, providing an excellent opportunity for a qualified candidate to help modernize processes supporting both customers and employees.

As a member of the team, you will:
Serve as the lead business analyst point of contact to Capital Facilities division and have overall responsibility and accountability for development and delivery of high-quality IT solutions and services.",3.9,Fairfax County Government,"Jermantown, VA",5001 to 10000 Employees,Government,Government,Government,Unknown / Non-Applicable,-1
733,Business Analyst II,-1,"Position Purpose:
Perform various analysis and interpretation to link business needs and objectives for assigned function
Support business initiatives through data analysis, identification of implementation barriers and user acceptance testing of new systems
Identify and analyze user requirements, procedures, and problems to improve existing processes
Perform detailed analysis on assigned projects, recommend potential business solutions and assist with implementation
Identify ways to enhance performance management and operational reports related to new business implementation processes",3.5,Sentara Healthcare,"Virginia Beach, VA",10000+ Employees,1984,1984,Insurance Carriers,Insurance,$10+ billion (USD)
734,UiPath Business Process Analyst,-1,"UiPath Business Process Analyst
Remote, U.S",2.3,Global Technology Solutions,Remote,201 to 500 Employees,Contract,Contract,Information Technology,Unknown / Non-Applicable,-1
735,UiPath Business Process Analyst,-1,"UiPath Business Process Analyst
Remote, U.S",2.3,Global Technology Solutions,Remote,201 to 500 Employees,Contract,Contract,Information Technology,Unknown / Non-Applicable,-1
736,Business Analyst,-1,"We are recruiting for a Business Analyst for a Commonwealth of PA entity. This role will focus on facilitating workshops for requirements analysis and creating workflows for agency wide systems. We are looking for experienced Business Analyst who have worked with Microsoft DevOPS solutions, managed UAT testing and created documentation.



This is a 6 month (extensions likely) 40 hours per week role. This position is remote at first until offices open back up then can be onsite at the client’s location in Harrisburg PA.",4.6,"Stage 4 Solutions, inc.","Harrisburg, PA",51 to 200 Employees,2001,2001,Consulting,Business Services,Unknown / Non-Applicable
737,Business Analyst,-1,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients, technicians, and managerial staff.
Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing projects, developing project plans, and monitoring performance.Updating, implementing, and maintaining procedures.Prioritizing initiatives based on business needs and requirements.Serving as a liaison between stakeholders and users.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.",4.0,TCS,"Deerfield, IL",1 to 50 Employees,1947,1947,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
738,Business Analyst,-1,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients, technicians, and managerial staff.
Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing projects, developing project plans, and monitoring performance.Updating, implementing, and maintaining procedures.Prioritizing initiatives based on business needs and requirements.Serving as a liaison between stakeholders and users.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.",4.0,TCS,"Deerfield, IL",1 to 50 Employees,1947,1947,-1,Finance,$2 to $5 billion (USD)
739,Business Analyst,-1,"POSITION SUMMARY
The business analyst will focus on understanding the business operations and process in relation to the financial support area of the US Autoforce Division. They will work closely with the business unit and technology group team to address the tactical day-to-day aspects of discovering, validating, documenting and communicating business-process-related knowledge through modeling, simulating and analyzing current and future states. This will include a heavy focus on mapping and implementing these processes in the businesses new D365 / ERP platform.
JOB RESPONSIBILITIES
Confers with process owners within the business to analyze current operational procedures, identify areas for improvement, and offer possible solutions
Identifies and drives to completion new opportunities for process improvement",4.9,US Venture,"Appleton, WI",1001 to 5000 Employees,1951,1951,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
740,Business Analyst,-1,"About Us:
Strata Solar is a national leading developer of commercial and utility-scale solar farms ranked amongst the top five solar producers in the US. We understand that our employees are the lifeblood of the company. We strive to align company goals with those of our employees. We're constantly innovating to make a difference for our customers, our employees, and our planet. Our mission is to make a difference by developing cost-efficient alternatives to traditional energy sources, without long-term dependence on government subsidies. We’re leading the industry in sustainable energy careers. We hope you’ll join us.
Overview:
Summary:
The IT Business Analyst assists in the deployment of business applications. Their role will be to be the liaison
between Business Units and the IT department by collecting business requirements to find optimal solutions to solve the business objectives. The Business Analyst will oversee the process through requirements gathering, sourcing, solution selection, to implementation.
Responsibilities:
Qualifications:",3.5,"Strata Solar, LLC","Durham, NC",501 to 1000 Employees,2008,2008,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
741,Business Data Analyst I,-1,"Job no: 500509
Work type: Administrative & Professional
Location: Main Campus (Orlando)
Categories: Information Systems/Technology, Student Development/Enrollment Services
Classification Title:

Business Data Analyst I

Job Description:",4.2,University of Central Florida,"Orlando, FL",10000+ Employees,1963,1963,Colleges & Universities,Education,$500 million to $1 billion (USD)
742,"Business Analyst, Remote",-1,"POSITION SUMMARY:
At Cepheid, we are passionate about improving health care through faster, more accurate diagnostic tests. As a member of our team, you’ll get to make an immediate, measurable impact on a global scale, within an environment that fosters career growth and development. Our mission drives us, every moment of every day, as we develop rapid groundbreaking solutions to solve the world’s most complex health challenges.

Our associates are involved in every stage of molecular diagnostics – from ideation and innovation through development and delivery of life-changing advancements in healthcare-associated infections, sexual health, critical infectious disease, virology, and oncology applications.

As part of the Danaher family of companies, our work at Cepheid is supported by a global science and technology innovator. In addition to Danaher’s unrivaled leadership training and professional development programs, this relationship also provides expanded career opportunities across industries and brands. Together, we are united by a shared purpose: Helping Realize Life’s Potential.

The Business Data Analyst will be responsible for helping to establish data-driven decisions by developing, maintaining, and optimizing both business and financial analytics for Customer Care, Americas. The Business Data Analyst will work with partners across the business to help ensure data drives decision making. This is for a high growth company, with rapidly changing priorities and opportunities for continuous improvement. The position requires a person who can manage multiple data activities, and demonstrate flexibility, holistic thinking, time prioritization, and is capable of effectively influencing a variety of stakeholders across the organization.


Become a Subject Matter Expert for our operational data (SFDC, SAP, etc.) by learning and understanding the business, sourcing accurate data, and developing both prescriptive and predictive analytics to help identify and resolve business challenges.
Partner with business leaders to identify, define, develop, and automate key performance metrics that will power data-centered decision making to help us continuously improve.
Build, maintain, and optimize analytical dashboards and models by connecting the dots between large data sets from multiple sources (financial and operational) to deliver actionable business insights and drive business decision-making.
Identify and design process improvements in the organization; automating manual processes, optimizing data delivery/integrity, etc.
Be an innovation advocate to improve the delivery of data to our partners – including making suggestions for the creation of new business dashboards/analytical tools and the refinement of current dashboards for improved data integrity.
Obtaining data from multiple sources, analyze it, and effectively present the data to support or suggest different business objectives
Collaborate closely with other data-focused team members to develop and execute an organizational data strategy.
Ensure effective communications with stakeholders, using a variety of tools and channels
Work independently and confidently handle multiple time-sensitive requests
Other duties as assigned

(REQUIRED)
Complete all assigned and required training satisfactorily and on time


Bachelor’s degree in field with 3-5 years of experience in finance, data analytics, or related field
Knowledge and Skills
Ability to function under pressure and high paced environment – Team player with excellent interpersonal skills, self-motivated, energetic, “can-do” attitude in a fast-moving environment
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Advanced Excel skills with ability to understand and use applied statistics and predictive analytics on complex data sets to solve business problems as well as recommend strategic direction
Experience using data to identify and drive problem solving efforts for operational improvements
Understand data architecture, mapping of data sources and data definitions to ensure quality inputs to analytical solutions.
Proven ability to adapt to change, manage and prioritize work, and communicate effectively in a remote work environment
Proven ability to quickly build trusted relationships across an organization, from SMEs up to Directors, and peers outside of the organization
Ability to learn quickly and pick up tools, systems, and processes in a short amount of time
Experience participating in or leading continuous improvement activities, utilizing structured continuous improvement methodologies (Six Sigma, Problem Solving, Kaizen, and Gemba Walks)


Experience with Einstein Analytics / SFDC to analyze and visualize data reporting
Experience with Power BI or other Business Intelligence/Data Analytics tools

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.",3.9,Cepheid,"New York, NY",1001 to 5000 Employees,1996,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
743,Business Analyst,-1,"As a member of our Business Analysis team, you'll play a crucial role in identifying, improving, and developing technology solutions that drive our strategic goals. This is a tremendous opportunity to learn about high-priority initiatives and collaborate with colleagues throughout the firm. Working at the intersection of business and technology, you'll sharpen your understanding of business processes and data analysis, while continuing to develop your leadership, management and communication skills. No matter where your career ultimately takes you, you'll make a meaningful impact and lasting connections with outstanding colleagues and mentors.
This role requires a wide variety of strengths and capabilities, including:

BS/BA degree or equivalent experience
A strong understanding of at least one business function in the firm, as well as a broader understanding of other areas
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.",3.8,"JPMorgan Chase Bank, N.A.","Chicago, IL",10000+ Employees,1799,1799,Banks & Credit Unions,Finance,$10+ billion (USD)
744,Business Analyst (New or Recent Grad),-1,"Address:
120 S LaSalle Street
Job Family Group:
Data Analytics & Reporting
Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.",3.7,BMO Financial Group,"Chicago, IL",10000+ Employees,1882,1882,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
745,Business Analyst (New or Recent Grad),-1,"Address:
120 S LaSalle Street
Job Family Group:
Data Analytics & Reporting
Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.",3.7,BMO Financial Group,"Chicago, IL",10000+ Employees,1882,1882,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
746,FCII - Project Business Analyst I,-1,"Job Description
This position performs basic project accounting activities and assumes responsibility for maintenance of project-related ledger accounts.

Understand the Prime Contract commercial terms
Understand the activities being performed with respect to engineering and construction accounting methodology and company practices
Learn the required tasks and follow established written procedures and techniques to accomplish project accounting activities
Support and lead invoicing
Reconcile cost, hours, and billing",3.8,Fluor Corporation,"Franklin Furnace, OH",10000+ Employees,1890,1890,Construction,"Construction, Repair & Maintenance",$10+ billion (USD)
747,Business Process Analyst,-1,"Business Process Analyst -UND0003N9
Description

Job Summary

Under broad supervision provides process and project support to the business in the development of on-going process and policy assessment evaluation improvement and compliance to support business initiatives and strategies.
Essential Duties & Responsibilities

Assists with the development and compliance of policies and procedures for the business to ensure consistent implementation and improve efficiency cost-effectiveness and/or internal and external customer service. Understands the business needs and consults and partners with business leaders in helping to plan projects and programs.
Participates in the analysis and decision support to help the business deliver on key business priorities. Interacts and collaborates with multiple disciplines to gather information perform analysis and assist with making recommendations to management to drive continuous improvement.
Provides input in defining process performance measures determines data availability advises operational reporting group of required measures and helps with developing methods and tools to track process performance.
Assists with developing process-related training programs including creating workflow job aids training materials and presentations related to internal and external learning opportunities. Evaluates alternatives and external training.
Partners with the appropriate team for building and maintaining centralized processing documentation. Evaluates content for reference library for their area of responsibility. Maintains inventory of business process methodologies and approach. Documents business processes by applying and promoting process modeling best practices.
May assist other business project managers for process improvement projects including assisting IT with setting requirements participating in user acceptance testing and documenting processes.
May work with business partners across organization to improve how operations metrics are gathered stored and analyzed. Helps prepare operations finance and statistical reports using relevant internal and external data.",3.7,CNA Insurance,"Chicago, IL",1001 to 5000 Employees,1897,1897,Insurance Carriers,Insurance,$10+ billion (USD)
748,Business Analyst,-1,"Description
SHIFT: Work From Home
SCHEDULE: Full-time

HCA Healthcare ITG

Please click the link above to Watch our Identity Video to get a closer look at who we are and what we do!
Do you want to be a part of a family and not just another employee? Are you looking for a work environment where diversity and inclusion thrive? Submit your application today and find out what it truly means to be a part of a team.
You contribute to our success. Every role has an impact on our patients’ lives and you have the opportunity to make a difference. We are looking for dedicated professional like you to be a part of our team. Join us in our efforts to better our community!",-1,Strategic Resource Team,"East Nashville, TN",-1,-1,-1,-1,-1,-1
749,Business Analyst,-1,"Job Details
Job Location
Remote, USA - ,
Position Type
Full Time
Business Analyst
The Business Analyst works with the Business Operation Support Team and the Project Team on a variety of projects. The Business Analyst is responsible for defining and implementing best practices that maximize efficiencies while building and preserving positive vendor and client partnerships. The Business Analyst acts as a liaison between external vendors and clients, as well as internal and external departments within the company. The Analyst is responsible for the integration of all new vendors and clients, initiating contact and providing a company overview and providing technical support.",3.4,HealthAxis Group,United States,201 to 500 Employees,1965,1965,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
750,Business Analyst I,-1,"About FedEx Supply Chain
FedEx Supply Chain, a subsidiary of FedEx Corp. (NYSE: FDX), is a leader in the third-party logistics industry offering a diverse service portfolio that enables commerce for businesses. With a proven track record of innovation and operational excellence, FedEx Supply Chain takes a consultative approach to optimize logistics processes, implement innovative technology and drive continuous improvement. By leveraging best practices and the world-renowned FedEx network, FedEx Supply Chain delivers leading solutions that provide flexibility, enable scalability and improve cost-effectiveness for customers. Through more than 11,000 employees, 130 operations and 35 million square feet of warehouse space, FedEx Supply Chain manages nearly 150 million packages and processes 358 million returns each year. For more information, go to supplychain.fedex.com.

We Have….
A strong FedEx brand consistently ranked among the world’s most admired and trusted employers.








Job ID: 35612

Schedule: Full-time",3.4,FedEx Supply Chain,"Union City, GA",501 to 1000 Employees,Subsidiary or Business Segment,Subsidiary or Business Segment,Transportation & Logistics,$100 to $500 million (USD),-1
751,Business Analyst (New or Recent Grad),-1,"120 S LaSalle Street
Job Family Group:
Data Analytics & Reporting
Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.",3.7,BMO Financial Group,"Chicago, IL",10000+ Employees,1882,1882,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
752,Business Analyst,Employer Provided Salary:$57K - $70K,"General Summary


Essential Duties & Responsibilities
Minimum and Preferred Entrance Qualifications",2.9,City of Maricopa,"Maricopa, AZ",201 to 500 Employees,Government,Government,Government,Unknown / Non-Applicable,-1
753,Business Analyst,Employer Provided Salary:$57K - $70K,"General Summary


Essential Duties & Responsibilities
Minimum and Preferred Entrance Qualifications",2.9,City of Maricopa,"Maricopa, AZ",201 to 500 Employees,Government,Government,Government,Unknown / Non-Applicable,$1 to $2 billion (USD)
754,Business Process Analyst,-1,"We are Farmers!
Join a team of diverse professionals at Farmers to acquire skills on the job and apply your learned knowledge to future roles at Farmers. Farmers Insurance also offers extensive training opportunities through the award winning University of Farmers named by Training magazine amongst top 10 corporate training units in the world.
Job Summary
Plays an important part in optimizing existing business processes and improving agency growth.
Responsible for obtaining and evaluating information that supports revenue growth and profitability.",3.8,Farmers Insurance Group,Remote,10000+ Employees,1928,1928,Insurance Carriers,Insurance,$1 to $2 billion (USD)
755,Business Process Analyst,-1,"In Finance, we work hand-in-hand with leaders across the company to ensure smooth, disciplined execution of strategic business objectives. Our Accounting team builds scalable, controlled processes and products for Global Accounting, Treasury, and FinTech that enable our business to operate efficiently.
About the Role
This role is responsible for ensuring Uber Freight's Billing process operates as efficiently as possible. The successful candidate will be responsible for implementing all billing processes and controls, ensuring the BPO processes are maintained, invoice submissions are correct, timely, and accurate. In addition to owning Uber's AR onboarding process for new shippers. The role will also work on payment options and collections for large freight customers.",4.0,Uber,"Chicago, IL",10000+ Employees,2009,2009,Internet,Information Technology,$10+ billion (USD)
756,BI Data Business Analyst,-1,"Brown Brothers Harriman is seeking a Systems Business Analyst to join its Business Intelligence and Enterprise Reporting Systems group. The Business Analyst will work as part of a project team, participating in any or all phases of the project life cycle, and is responsible for executing assigned project tasks in accordance with standards and best practices. The Business Analyst gathers and documents requirements, analyzes data, researches issues, and contributes to design solutions for the project. In addition, s/he may participate in the unit and system testing and existing applications as defined in a project plan.
Responsibilities:
Perform design analysis, research, and write/review technical specification documentation including data modelling, data flow diagramming, screen design, and workflow analysis
Initiate and facilitate all communication between business users and technical teams
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, genetic information, creed, marital status, sexual orientation, gender identity, disability status, protected veteran status, or any other protected status under federal, state or local law.
Full time
Boston",3.8,Brown Brothers Harriman,"East Boston, MA",1001 to 5000 Employees,1818,1818,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
757,BI Data Business Analyst,-1,"Brown Brothers Harriman is seeking a Systems Business Analyst to join its Business Intelligence and Enterprise Reporting Systems group. The Business Analyst will work as part of a project team, participating in any or all phases of the project life cycle, and is responsible for executing assigned project tasks in accordance with standards and best practices. The Business Analyst gathers and documents requirements, analyzes data, researches issues, and contributes to design solutions for the project. In addition, s/he may participate in the unit and system testing and existing applications as defined in a project plan.
Responsibilities:
Perform design analysis, research, and write/review technical specification documentation including data modelling, data flow diagramming, screen design, and workflow analysis
Initiate and facilitate all communication between business users and technical teams
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, genetic information, creed, marital status, sexual orientation, gender identity, disability status, protected veteran status, or any other protected status under federal, state or local law.
Full time
Boston",3.8,Brown Brothers Harriman,"East Boston, MA",1001 to 5000 Employees,1818,1818,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
758,BI Data Business Analyst,-1,"Brown Brothers Harriman is seeking a Systems Business Analyst to join its Business Intelligence and Enterprise Reporting Systems group. The Business Analyst will work as part of a project team, participating in any or all phases of the project life cycle, and is responsible for executing assigned project tasks in accordance with standards and best practices. The Business Analyst gathers and documents requirements, analyzes data, researches issues, and contributes to design solutions for the project. In addition, s/he may participate in the unit and system testing and existing applications as defined in a project plan.
Responsibilities:
Perform design analysis, research, and write/review technical specification documentation including data modelling, data flow diagramming, screen design, and workflow analysis
Initiate and facilitate all communication between business users and technical teams
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, genetic information, creed, marital status, sexual orientation, gender identity, disability status, protected veteran status, or any other protected status under federal, state or local law.
Full time
Boston",3.8,Brown Brothers Harriman,"East Boston, MA",1001 to 5000 Employees,1818,1818,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
759,BI Data Business Analyst,-1,"Brown Brothers Harriman is seeking a Systems Business Analyst to join its Business Intelligence and Enterprise Reporting Systems group. The Business Analyst will work as part of a project team, participating in any or all phases of the project life cycle, and is responsible for executing assigned project tasks in accordance with standards and best practices. The Business Analyst gathers and documents requirements, analyzes data, researches issues, and contributes to design solutions for the project. In addition, s/he may participate in the unit and system testing and existing applications as defined in a project plan.
Responsibilities:
Perform design analysis, research, and write/review technical specification documentation including data modelling, data flow diagramming, screen design, and workflow analysis
Initiate and facilitate all communication between business users and technical teams
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, genetic information, creed, marital status, sexual orientation, gender identity, disability status, protected veteran status, or any other protected status under federal, state or local law.
Full time
Boston",3.8,Brown Brothers Harriman,"East Boston, MA",1001 to 5000 Employees,1818,1818,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
760,Business Analyst - Data and Governance - New York,-1,"Role/Responsibilities
Well versed with BI tools, Microsoft Power Bi and/or Alteryx are a must have
Advanced excel skills
Comfortable with large set of data
Ability to converse and present to senior stakeholder
Minor or exposure to accounting (expertise/CPA not required but decent understanding)
A prior experience in an audit firm or in a FPA position would be an advantage",3.7,Moody's Corporation,"New York, NY",10000+ Employees,1900,1900,Financial Analytics & Research,Finance,$2 to $5 billion (USD)
761,Business Analyst - Data and Governance - New York,-1,"Role/Responsibilities
Well versed with BI tools, Microsoft Power Bi and/or Alteryx are a must have
Advanced excel skills
Comfortable with large set of data
Ability to converse and present to senior stakeholder
Minor or exposure to accounting (expertise/CPA not required but decent understanding)
A prior experience in an audit firm or in a FPA position would be an advantage",4.2,Moody's Corporation,"New York, NY",10000+ Employees,1963,1963,Colleges & Universities,Education,$500 million to $1 billion (USD)
762,Business Data Analyst I,-1,"Company Overview

Fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys. Through an innovative, tech-infused approach to making and selling fan gear in today's on-demand culture, Fanatics operates more than 300 online and offline stores, including the e-commerce business for all major professional sports leagues (NFL, MLB, NBA, NHL, NASCAR, MLS, PGA), and more than 200 collegiate and professional team properties, which include several of the biggest global soccer clubs (Manchester United, Real Madrid, Chelsea). Fanatics offers the largest collection of timeless and timely merchandise whether shopping online, on your phone, in stores, in stadiums or on-site at the world's biggest sporting events. At Fanatics, we’re a diverse, passionate group of employees aiming to ignite pride and passion in the fans we outfit, celebrate and support. We recognize that diversity helps drive and foster innovation, and through our IDEA program (inclusion, diversity, equality and advocacy) at Fanatics we provide employees with tools and resources to feel connected and engaged in who they are and what they do to support the ultimate fan experience.",3.9,University of Central Florida,"Orlando, FL",5001 to 10000 Employees,1996,1996,Internet,Information Technology,$1 to $2 billion (USD)
763,Business Analyst,-1,"Work Location: Chicago, IL
Remote for now, require 100% onsite after COVID

Job Description:
Proficient Business Analyst (BA) with experience in government healthcare programs (Medicare Advantage, Medicaid, etc.) systems and processes, developing design solutions and understand cloud computing.
Work at the direction of BCBSA.
Assist with the assessment of existing requirements and document additional requirements for Medicare Advantage Coordination of Care program.",4.3,KMM Technologies,"Chicago, IL",1 to 50 Employees,Company - Private,Company - Private,Business Services,$5 to $10 million (USD),-1
